"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
1;"14.2857142857%";"18";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"34";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"35";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"36";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"39";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"41";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"91";"S_0";"LONG";"RecID";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Aguila Ammie";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Aleshia Kaszton";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Carline McPheron";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Condell Leandra";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Dirkse Jazmine";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Magill Melodie";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"Tryninewski Honey";"S_1";"STRING";"FullName";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
7;"100%";"f";"S_2";"STRING";"GD";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1949-03-13";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1949-03-29";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1958-02-01";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1963-03-13";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1968-12-10";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1978-07-20";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"N/A";"S_3";"STRING";"CalculatedDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1949-03-14";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1949-03-30";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1958-02-00";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
1;"14.2857142857%";"1963-03-14";"S_4";"STRING";"BirthDate";"in";"Value";"GD";"S_2";"ru_RollupOnGD";"f"
